"","0h_01","0h_02","0h_03","0h_04","0h_05","0h_06","4h_01","4h_02","4h_03","4h_04","4h_05","4h_06","24h_01","24h_02","24h_03","24h_04","24h_05","24h_06"
"Q542H2",28.99445152,28.98294067,29.14021683,28.82611275,28.79798126,29.08395576,29.36782265,29.23304176,29.40271568,29.54613113,29.33419609,29.33328056,28.71161652,28.88971519,28.88814735,28.79711533,28.89919853,28.86425591
"Q3UWQ9",25.97482491,26.2185421,26.48750687,26.03239822,25.68864441,26.47847939,26.43353271,26.33215714,26.08411789,26.67263031,26.25930977,26.63713264,26.19244194,26.64759827,26.37378311,26.18023682,26.41870117,26.48280716
"Q3UJA1",25.97749138,26.05647659,26.22118187,25.78581429,25.71894836,26.23231506,25.64270592,25.80042839,25.80205727,25.76293945,25.81181335,25.7056179,25.73055267,25.99985313,25.8028698,25.74809074,26.00217247,26.04247475
"Q3UJR8",28.74223709,28.67175484,28.60247231,28.55975914,28.57881165,28.59013748,28.91849136,28.55917549,28.76865959,28.74304008,28.9442482,28.93091965,28.51867104,28.70635605,28.79488754,28.7849102,28.76002312,28.82629585
"Q3UJU9",27.27106285,27.29333687,27.40940857,27.21623039,27.3972168,27.4542675,27.18101311,27.13369179,27.24581146,26.85019302,27.22315407,26.94525337,27.49731827,27.23744774,27.34265518,27.45661926,27.38697815,27.31198692
"Q9CWL8",26.84900093,26.88832283,26.70806694,26.56611824,26.53215027,26.89388657,26.86879539,26.89954376,26.61666679,26.54384804,26.66722679,26.67492104,26.51194,26.66478729,26.5596714,26.2499218,26.56417084,26.45098495
"Q9D0D4",24.91384697,26.19321251,26.14300919,26.13194656,24.17847443,26.15880966,26.06163406,24.74991989,26.05664063,25.30505562,25.94966888,25.60775185,25.917593,25.69620132,24.4461956,25.16586876,24.89454651,24.47005081
"Q80SZ7",28.67009926,28.45179367,28.50309372,28.12898254,28.39071274,28.38306808,28.17202568,24.26533127,28.19605827,28.12257767,28.6547184,28.59060097,25.03329659,28.52046967,28.1815834,27.71273232,28.22999763,28.12627602
"Q3UKJ7",28.40673447,28.37848663,28.54819107,28.37592125,28.46684456,28.38636208,28.01589775,28.17135811,28.17669296,28.12000847,27.90644264,28.18895721,27.89041138,27.61266708,27.84607315,27.72162437,27.63913536,27.8176918
"Q3UKQ3",26.99539566,26.71777344,26.88994789,26.72754288,27.08202744,27.08830833,26.9006958,26.96201515,27.16259766,27.22296906,26.70622444,27.00859833,26.7929039,26.76976395,26.55340004,26.70477295,26.90483475,26.68699074
"Q3UL36",27.11505508,24.23825264,27.59683418,26.90873337,26.94971275,27.26060295,27.02358627,26.76369858,27.2697258,27.61841965,27.15528107,27.17445755,26.86832428,26.69351959,26.93910027,26.75200272,27.10549545,26.97585297
"Q3ULI5",27.25286484,27.03684807,27.39362144,27.00388908,26.93100548,27.21391487,27.0477047,27.006567,26.82529449,26.84768677,27.17949677,26.98739243,26.30431175,26.74778366,26.61259651,26.49028015,26.7072773,26.57600212
"Q99L45",28.48116112,28.37368202,28.58527374,28.39108276,28.37856865,28.41631126,28.77915764,28.74903107,28.59516144,28.98747444,28.65434265,28.72439194,28.17878342,28.28766823,28.2812252,28.30046844,28.25331688,28.33598709
"Q3ULN8",26.4426403,26.24874687,26.30323219,26.30718231,25.92725754,26.42892456,26.72624397,26.42673683,26.73557091,26.9854393,26.86088562,26.42761612,26.25163841,26.01346207,26.29231834,26.17367554,24.25666237,24.95480537
"Q3ULT0",25.79208183,25.54200745,26.37343407,24.72664642,26.08446121,26.46224785,25.92917633,26.16622353,26.27731895,25.81374741,25.94163132,25.90554619,26.24019814,26.1541996,25.90143204,25.76217842,25.96558571,25.40306854
"Q3ULW8-2",26.43174934,26.65662766,26.71043396,26.67317009,26.29864311,26.85448074,26.86514091,26.66519356,26.84529495,27.1096859,26.9102211,27.07408333,27.12711334,27.1627903,27.28356743,27.17092896,27.25610924,27.3334713
"Q3UM23",27.51675606,27.60059547,27.71325684,27.39525604,27.48416138,27.74887276,27.8967762,27.9498806,27.74746323,28.06902122,27.68096924,27.90500832,27.95177078,27.93410301,27.92150307,27.77824974,27.85376549,27.8993721
"Q3UM45",27.07214355,26.87478638,27.12799835,26.63989449,26.64951897,26.60470009,26.97640038,27.21863365,27.006567,27.42838287,26.98054504,27.23562241,26.84732819,27.02770424,26.85970116,27.07928276,26.78431702,27.11902046
"Q3UMB9",24.92850304,23.54901123,23.86403656,24.19944954,24.93169785,25.35884285,24.90354347,24.87872124,24.77464104,24.96903801,24.30487633,24.90274429,24.08921623,25.56528282,24.92601204,24.32190514,24.65567398,24.76946831
"Q3UMM1",29.58116531,29.68837547,29.53274536,29.46363258,29.61278915,29.57740784,29.88121986,29.99253464,29.86433029,29.95988846,29.76295471,29.80100822,29.9457283,30.13797188,30.16014671,29.99658012,30.15303421,29.91498947
"Q3UMQ2",24.14169502,26.55238914,23.88833427,26.2193737,25.78970718,25.20359421,26.97891045,26.61343956,27.19638634,26.9006958,24.42417717,27.39091873,27.04176521,25.2694931,27.21530533,27.04030228,27.20069504,27.44915962
"Q3UMR5",28.84583473,28.96815491,28.98304939,29.14814377,28.90859032,28.82171059,28.69786644,28.69707108,28.86543655,28.89668846,28.43805504,28.56576157,28.99275017,28.38833427,28.37360001,28.28793335,28.58624077,28.69773293
"Q3UMU9-4",27.06383705,27.3401947,27.25024605,27.53926849,26.1794014,27.04197311,27.0506134,27.37997437,27.32817268,27.3479023,27.42670441,27.08162117,27.04801559,26.87888336,26.74470901,27.00281715,26.93460846,26.83352089
"Q3UN04",25.56790352,26.11543274,25.75399208,25.7470665,25.76055336,25.8115921,25.70717239,24.70541763,25.97239494,25.99668884,25.71053886,25.8526001,26.00388908,25.05139732,25.86431503,26.20512199,26.01088333,25.32489967
"Q3UNJ3",28.0200386,27.94826508,28.22839355,27.72110176,27.86260223,28.22526932,28.02305603,28.00538826,27.88541603,27.89162827,27.76724052,28.29596519,27.94519806,27.69272041,27.91541672,27.87701225,28.02627945,28.03144264
"Q3UXF7",25.9328537,25.63400459,25.89892197,24.04472733,25.74168396,25.64333916,25.87984276,26.00420952,25.67300797,25.73544121,24.11190414,25.81193542,25.81193542,26.0498867,25.88618279,25.3665638,25.65280533,25.84304428
"Q3UPH1",25.90531731,26.12514305,26.16716194,26.28734207,26.07989311,26.2242775,26.3174305,26.29976082,26.10445595,26.27357292,26.2647419,26.16610909,26.16683578,26.0513401,25.93961525,26.19027519,25.92000389,25.94750786
"Q3UPL0",28.22522354,28.05723953,28.15875053,27.88355255,28.06301308,28.29513359,28.60491371,28.5302906,28.55928421,28.8272953,28.61579132,28.68364716,28.41639137,28.58792114,28.56975174,28.50979042,28.68224144,28.62069321
"Q3UQ84",27.63381004,27.71777344,27.63346481,27.50718307,27.62763214,27.61932945,27.33756065,27.55076218,27.48123741,27.35455894,27.29131889,27.28744888,27.56376457,27.549366,27.69829559,27.41876602,27.56623459,27.39958191
"Q8BMS4",27.41675377,27.37202263,27.43300819,27.21530533,27.22241592,27.47784615,27.411026,27.49487877,27.27808189,27.22306252,27.2099247,27.23397827,27.90695763,27.59484291,27.56601715,27.38763618,27.39925575,27.37956047
"Q3URE1",28.15932846,28.02109909,28.0376873,28.0494709,28.01067924,27.95349312,27.9797287,27.9475975,27.92840958,27.83478737,27.8331604,27.66587257,28.03606224,28.13584709,28.10434532,28.08851051,28.06722641,28.00875854
"Q3URN5",24.71544456,24.62381554,24.68120956,24.15296364,24.83863258,25.0596962,24.62527847,24.66591263,24.6926403,24.34322166,24.63878632,24.96895599,24.5589447,25.30323982,25.05145836,24.53524399,24.80594635,25.10455132
"Q3URQ0",27.17569542,26.67788124,26.62100792,27.21289635,26.84852219,26.74791145,26.40895462,26.6079483,26.7881813,26.73866653,26.56829453,26.76167107,26.32647705,26.33468246,23.99710083,26.51803398,26.64292526,26.59249115
"Q3URS9-2",27.20908928,27.41134834,27.19168854,27.37716293,27.30956078,27.37227249,27.08283806,27.10219383,27.3383255,27.1815834,27.12878609,27.03810501,27.63961792,27.58649063,27.48439217,27.44434929,27.53934288,27.50066376
"Q3URU4",26.76483727,26.85126686,26.79686928,26.81249809,26.44029808,27.00977325,26.68137169,26.69218826,26.79748726,26.74149704,26.53952026,26.78081703,26.84086227,26.83942032,26.78693581,26.61315918,26.69378471,26.71043396
"Q3US15",28.51224136,28.55072403,28.62299728,28.60974693,28.52898788,28.7459259,28.51882172,28.54130173,28.50343513,28.29026413,28.4464798,28.44537544,28.36682129,28.41840363,28.47115326,28.4190464,28.48960686,28.29920197
"Q3USC0",25.31021881,25.60458755,25.4043808,24.56855011,24.72337914,24.88581848,25.30483437,25.57111931,25.2930603,25.82745361,25.01190948,25.40158463,25.04644585,24.7004776,24.68381691,24.05584526,25.33423615,25.06198692
"Q3USR8",26.79302788,26.87865067,27.15489388,26.96565247,27.2703495,27.2505188,27.01839447,27.00013161,26.75773621,26.83942032,26.93156815,26.94547653,26.9617939,27.00131416,26.84122086,26.77115059,26.91729736,26.87044334
"Q3USZ8",26.38345528,26.66193771,26.51893425,26.57317162,24.9990139,26.67492104,24.94058228,26.32995224,26.43115997,26.4924202,24.21520424,26.19326782,26.38564491,26.49751663,26.54368591,26.41257668,26.66275215,26.01514435
"Q3UTR5",27.22038841,27.05920219,26.85495567,27.01265335,27.34680367,27.2908783,27.19309998,27.13887596,26.79909515,27.02104568,27.07581902,26.72364235,27.46886444,27.51900864,27.65464973,27.11802864,27.41972923,27.02633286
"Q3UUH0",24.28681564,25.54372978,25.32265282,24.23390198,24.79043961,24.89006615,26.25102425,24.53775024,26.08115387,25.89776802,26.02685928,25.89839172,26.17660713,25.19817162,24.22776031,24.79187584,26.18899345,26.04963684
"Q3UVK0",27.8589325,27.56434631,27.7735424,27.80863762,27.747015,27.81298828,27.34121323,27.55442619,27.54450989,27.58656311,27.34307861,27.76021194,27.38179016,27.37417984,27.31414986,27.36602974,27.38640213,27.20815849
"Q3UVN5",26.92852211,27.06855965,27.31406212,26.70028305,26.91832161,27.00142097,27.23917961,27.28144646,27.30312729,27.63464165,27.07285881,27.43745995,26.86620331,26.88901901,26.94893456,26.72195053,26.91456223,26.67774773
"Q3UW32",29.09589767,29.30064201,29.12097359,29.13572311,29.23719788,28.91701126,29.15240669,29.16604996,29.33841133,29.42372131,29.10734177,29.32847214,29.24658203,29.25597382,29.3940506,29.40143394,29.54874229,29.15679932
"Q3UW53",27.69842911,27.7202549,27.77115059,27.76420593,27.40145493,27.95620918,28.39288521,28.33641243,28.35460091,28.60169411,28.23722076,28.30543327,27.55786133,27.70021629,27.56092453,27.59070778,27.7329216,27.43332672
"Q4G0C5",27.71849251,27.70780373,27.93590164,27.6102047,27.90604019,27.97994614,28.03117943,28.13197708,27.89712143,27.94709587,27.6504097,27.85685539,27.89891052,28.01850128,27.87208748,27.73518372,27.83617401,27.71319008
"Q3UX26",25.13259506,24.21154785,23.893013,24.24945831,24.85201454,26.59192085,24.72190285,24.27753067,24.90294838,26.67478752,26.44381142,26.69750023,24.51023293,23.42426682,23.91344452,24.54988861,26.56980133,24.97795486
"Q3UY68",24.66787529,24.56171608,24.53611565,24.56678581,25.46004868,24.98087502,25.38360405,25.78765869,24.29660225,25.5610714,24.34761238,25.59903526,25.48290062,25.97865486,25.49512291,26.14510536,25.43948936,25.56045914
"Q80UJ7",25.81134796,25.6590271,25.55344391,25.6502037,25.69269371,25.79877281,25.79178619,25.82745361,26.22982407,26.35423851,26.37335014,26.03338623,26.18076706,26.1085701,26.00581741,25.94058037,26.19142532,26.18680573
"Q3UYV9",27.79977417,27.7072773,27.90293884,27.5262661,27.51103592,27.82917213,28.02696609,28.04650879,27.90408897,28.025383,27.88704491,28.15112495,27.63311768,27.77599144,27.6870575,27.62135696,27.77680779,27.7092514
"Q3UZ17",27.76610374,27.80704117,27.87537193,27.77611732,27.74278259,27.78867912,27.71927452,27.73924637,27.93814659,27.93803406,27.67935944,27.88954163,27.46123314,27.26356125,27.54104233,27.48308372,27.34975815,27.48569679
"Q3UZ28",26.27054596,24.59565926,24.92963028,27.09275055,27.08527184,27.26633263,26.33819008,26.74175453,27.05672455,26.10095215,26.62296295,26.515028,26.8834362,26.60172844,26.88320351,26.38362122,26.78269386,26.77705956
"Q3UZ39",24.69275475,25.87862778,25.14947701,24.55918503,25.15896797,24.79586411,26.55776024,26.17896461,25.36827087,26.54067421,26.6458149,26.67505646,25.7272377,26.18701172,26.19610405,24.09854889,26.5798893,25.27947426
"Q6ZQC2",29.66991425,29.52363396,29.59434319,29.78388023,29.51037598,29.7829895,29.76581764,29.44150162,29.65458107,29.17902184,29.435215,29.10878944,29.21766472,29.42880249,29.19875336,29.31699944,29.09118843,29.29333687
"Q3UZR8",27.1457901,27.15441132,26.90449142,26.96057892,26.56379318,26.92320442,27.36335945,27.3174305,27.14511108,27.17674065,27.28029633,27.25979424,26.90942001,26.95304871,27.20247078,27.28603745,26.82383728,27.31906891
"Q921Z9",25.80208206,25.99507141,25.74432373,24.74180031,25.23305702,26.00613785,26.34592438,26.08855247,26.13263321,26.25873566,26.0033741,25.92895126,25.71003914,25.90025902,24.63554573,25.90852737,24.61346054,25.48273659
"Q3V1H1",23.97748756,24.77125168,25.90674019,24.71946907,25.45092201,25.49521446,25.51785278,22.73603821,26.04381943,23.94986343,25.9309597,24.4159565,26.05430412,26.16823387,26.30929947,24.42340279,25.77773666,24.83503151
"Q3V1L4",26.2578907,26.13065147,26.20489883,26.16524506,25.34099388,26.45508385,26.54580688,26.756464,26.3240242,27.23772049,26.28050995,26.73350334,26.02898979,26.00613785,25.99946594,26.37709618,26.14647102,26.22764015
"Q3V1Z5",26.93427086,26.99518013,27.15537643,27.12188721,26.83472824,27.01414299,27.12149239,27.02136421,26.99927139,27.39288521,26.68271065,26.95881081,26.5133419,26.52475739,26.52288818,27.09677696,26.69165611,26.89873695
"Q3V214",26.85685539,24.71492767,27.4331665,27.03611565,27.05785942,27.27061653,26.92727852,27.16949463,26.93663216,27.27382088,27.17769241,27.14131355,26.94837761,27.06876373,27.01595116,26.79265594,26.99798012,27.1834774
"Q3V2E3",24.83607292,24.85198593,26.45613289,24.80070877,24.64701843,26.37871742,25.24475479,25.38971519,24.58721542,25.86495209,24.52518463,24.4388504,24.89424324,24.95955658,26.65335083,26.21876335,26.69988441,25.5860405
"Q542S9",26.65253067,26.80439758,26.94357872,26.78793144,26.71738052,26.94948959,26.76913261,26.84421921,26.51423073,26.52905464,26.19828033,26.85792351,26.24881744,26.42037201,26.22164345,26.268013,26.78181839,26.41489983
"Q3V2R8",26.93539619,26.91945839,26.64361382,26.83557129,26.5597744,26.64897156,27.15441132,26.87607574,26.77165413,27.01051903,26.97169304,26.83930016,26.81066132,26.75608253,26.8206768,26.72572517,26.78705978,26.81799698
"Q3V384",26.62366104,26.58906555,26.78206825,26.57029343,26.66356659,26.61932945,26.3428421,26.43525124,26.42420769,26.55084991,26.07485962,26.25264931,26.67841911,26.58103943,26.53583336,26.67357445,26.44485474,26.36294174
"Q3V3R1",28.69743538,28.645298,28.69945526,28.55939484,28.55303383,28.57145119,28.67478752,28.6950798,28.47934914,28.50366211,28.55442619,28.50244904,28.80937386,28.78762054,28.79776573,28.57899094,28.75576401,28.69295311
"Q3V3R4",25.48983574,25.44189835,25.80543137,25.7613163,25.49365807,25.78011703,25.66798401,25.80945969,25.614254,25.80973053,25.47271156,25.80776596,25.85417175,25.82345009,25.69484711,25.4225235,24.95991707,23.99721909
"Q3V3U0",27.23817635,27.30782509,27.18914413,27.16422844,26.85031319,27.35875511,27.68672371,27.74438858,27.77171707,28.15971375,27.66037369,27.55186081,27.22057343,27.35253906,27.3533802,27.28453827,27.31129265,27.32087708
"Q3V449",26.52640152,26.84923935,26.81628799,26.65853691,26.55694199,27.0377903,26.58935165,26.80513573,26.69165611,26.79649734,26.59063721,27.05486298,26.6015873,26.68592072,26.69471359,26.41628647,26.73647308,26.51085472
"Q8R2U5",27.21252441,27.09355736,27.19994736,27.13565063,27.42534447,27.5458374,27.63872147,27.73498917,27.79952621,28.14155769,27.64917564,28.07158089,27.33330154,27.27710724,27.4836998,27.49281883,27.50218391,27.41844368
"Q8BG32",28.80863762,28.6552639,28.73178864,28.46703911,28.49899292,28.72273064,29.00388908,28.8318615,28.78659248,29.04452896,28.9044342,28.9424324,28.44217491,28.60703087,28.39901161,28.51243019,28.55581665,28.5705471
"Q497N0",24.15335083,24.51691628,24.70382881,24.69557953,24.41051483,27.64986229,24.28652,27.73518372,28.06012917,24.59292221,28.07387924,27.72825623,27.62296295,27.65403366,25.14934921,27.69085693,27.7980442,27.62936974
"Q4FJK0",31.29351234,31.31559753,31.1017437,31.30252838,31.26528358,31.06445313,31.09030533,31.0157795,31.00958633,30.90977859,31.16248894,30.81848526,31.61368561,31.39340591,31.38792229,31.42991829,31.34831429,31.2614212
"Q4FJN2",28.00672722,27.98092651,28.15450859,27.89700699,27.95704079,28.11812782,27.95493507,27.97967339,28.00886536,27.9825592,27.91695595,27.92484665,28.04624748,27.88809013,28.03543282,27.98000145,27.96466064,27.85037231
"Q4FJN9",29.06283379,29.06468582,29.32281303,28.93328667,28.90348625,29.24658203,29.3832531,29.75256157,29.37585831,29.75806999,29.34441376,29.51309013,28.68100166,28.99112892,28.8479557,28.77850151,28.59242058,28.78606224
"Q60854",28.56125259,28.55651093,28.59711838,28.36994553,28.37732887,28.54207611,28.80777931,28.62023926,28.62002945,28.81026268,28.62940407,28.88410568,28.40177917,28.59797096,28.65150452,28.69859505,28.71423912,28.79169273
"Q922H2",26.61694717,26.6815052,26.65047836,26.51257324,26.62170601,26.84062195,26.79686928,26.65499115,26.73892403,26.89862251,26.4350605,26.27360725,26.6135807,26.6288147,26.94692802,26.73544121,26.56005096,26.59106445
"Q4FJR9",27.41892624,27.36026382,27.26758385,27.32860184,27.07244873,27.54207611,28.12578392,27.62156677,27.55924797,27.88127899,27.71692276,28.82808304,27.42294121,27.59583855,27.98070908,28.5808239,28.7515564,29.06015587
"Q4FJS9",25.50860405,25.94891167,24.89692688,25.1942749,24.01862717,25.64121819,25.63699913,25.41747665,23.92363358,25.77655602,25.71077538,25.8534565,24.24934196,25.68419647,24.04005051,25.75669289,25.91319275,25.94639206
"Q4FK22",29.21988106,28.82865715,29.35747719,29.10836601,29.3043251,29.38574409,29.17276573,29.33455849,29.16322136,29.42778397,29.12748146,29.60830116,29.29548454,29.28144646,29.10811615,29.08949661,29.46339798,28.99318314
"Q4FK36",28.76521683,28.72546387,28.73224258,28.47514153,28.53641891,28.46688271,28.90371513,28.65389824,28.59081459,28.75509453,28.78478432,28.91007805,28.55508423,28.59088707,28.63868523,28.58985138,28.53749275,28.67434883
"Q9D819",29.12072563,29.00107193,29.37270737,28.66610909,28.61551094,29.32577324,29.73317909,29.80270386,29.42109489,29.91911697,29.3982563,29.62298012,29.3079319,29.42993927,29.18789482,29.22646523,29.17514801,29.21094704
"Q4FK57",30.67261505,30.68428421,30.76287651,30.6129818,30.62505531,30.44608498,30.48941422,30.70421219,30.41618919,30.30834579,30.35541916,30.18919182,29.92167282,29.9575386,30.0175724,29.81532669,29.95435333,29.66434669
"Q4FK74",32.4933815,32.59641647,32.76795578,32.61285019,32.54397583,32.61728287,32.53470612,32.50556946,32.83947372,32.78237915,32.71867371,32.48768997,33.05841827,33.21957016,32.89672089,32.87602615,32.81074905,32.83396149
"Q9D8N0",30.65940475,30.55334663,30.46538544,30.45611,30.32849503,30.43787575,30.64134216,30.68495178,30.73376083,30.81711197,30.65241051,30.81436348,30.03288841,30.12435532,30.23717499,30.3380928,30.25552368,30.47256851
"Q9DCC8",28.82950401,28.53110886,28.96680832,28.61508942,28.2629776,28.85367775,28.76932335,28.99158859,28.68792534,28.88113213,28.88218307,28.7643013,28.46345711,28.56121635,28.46111679,28.0940094,28.39136887,28.45630646
"Q64433",32.49352646,32.51631927,32.39868927,32.48380661,32.42857361,32.44460678,32.48265076,32.35468292,32.32138824,32.17795181,32.67025375,32.06110764,32.78715897,32.7135849,32.59592819,32.49973679,32.54742813,32.57911682
"Q4KL82",28.67188835,28.60636139,28.53871346,28.6079483,28.5994606,28.76780891,28.71564674,28.43869019,28.69511223,28.58204651,28.5209198,28.53967476,28.84514618,28.84460831,28.68682289,28.77530098,28.8503418,28.69099045
"Q4PJX1",26.6135807,26.67209053,26.50747108,26.97114563,26.95615387,26.60455894,26.36972809,26.35114098,26.46822739,26.38857269,26.49006653,26.52389145,26.62184525,26.66952515,26.6746521,26.54219437,26.4968605,26.37178993
"Q9JJA4",26.288311,23.84314537,26.76040268,26.12597084,26.43413734,26.31363106,26.58663368,25.99666786,26.31684494,26.00592422,26.65512657,26.2823658,26.59718895,26.49609947,26.45868492,26.33279037,26.11549187,26.36038017
"Q4VA29",27.64016914,27.6879921,27.80156326,27.70067978,27.37600327,27.99167061,27.88663673,28.1273098,27.88011169,28.23763084,27.98874855,28.15388107,27.95775986,28.02236938,28.01041412,28.0674324,28.17731094,28.02770424
"Q4VA32",29.68488503,29.59512711,29.66368484,29.65485382,29.59288406,29.69547844,29.81502151,29.60109138,29.60681915,29.44104576,29.79744148,29.43591118,30.29789162,30.30182076,30.08828354,29.99860001,30.09219551,30.04205132
"Q4VA53",29.11053276,29.02432632,29.11904526,29.0493679,29.0712986,29.21731758,29.03314972,29.03467178,29.14416313,29.05744743,29.02138901,29.09499168,29.13506317,29.20018005,29.13731384,29.07487488,29.10976028,29.09614944
"Q4VA93",26.38533211,26.65102577,26.22609711,25.97674942,26.30980301,26.47331619,26.53439331,26.30615616,26.35511398,26.24168968,26.31080818,26.50401878,26.14386559,26.33730507,26.68699074,26.49017334,26.66478729,26.69059181
"Q4VAE6",29.65302658,29.51883888,29.78698158,29.2358284,29.48296928,29.27117348,29.30232048,29.44525719,29.50519753,29.35114861,29.08851051,29.49508858,29.32242584,29.16669655,29.21694756,29.15860748,29.23842812,29.16312599
"Q9D358",27.78867912,27.92461967,27.68932533,27.62079811,27.66722679,27.47312927,27.58870888,27.69677162,27.69059181,28.02469635,27.85406303,27.6426506,27.61694717,27.87050056,27.76509094,27.83189201,27.85928726,27.99091339
"Q4VBE8",26.36952782,26.39484787,25.25893784,26.7856884,26.48816681,26.65553665,27.18082428,26.46671867,26.80919075,26.23237038,26.70833015,26.60597229,26.72364235,24.33376884,24.63095856,25.62129021,24.98392487,24.9393177
"Q4VBG1",25.9967308,25.94525337,26.4384594,25.73119926,26.198843,26.53222466,26.58190155,26.37265396,26.13357544,26.17664528,26.3176899,26.58003426,26.16217422,26.5932045,26.09788322,25.8289547,26.73853683,26.10922813
"Q4VBX4",27.20722771,26.96057892,26.91136551,25.79808044,24.82531929,23.85517693,27.07581902,26.26329231,26.62030792,26.47136307,25.53744507,26.60879517,24.75171089,26.65485382,26.52324867,24.35966682,26.50744057,27.0877018
"Q4VAA9",27.82923317,27.8646698,27.85126686,27.87003136,27.96713829,27.86455154,27.89486885,28.03238869,27.96636772,28.25358772,27.98885727,27.92637444,27.91273689,27.9848423,27.87677765,28.0131855,27.86685181,27.92150307
"Q501J2",24.61790466,24.62555695,24.55362129,24.81161308,24.84962082,25.09682655,24.62474442,25.45922661,24.86976051,24.37097549,24.45644379,24.61991692,23.93730164,24.93603134,24.51118279,25.94184494,25.2226963,25.59452438
"Q501L4",25.85481262,23.93664551,25.71392441,24.33725166,25.20284462,25.88929749,25.54598427,25.3067379,25.64083099,25.60783577,24.61447906,25.66974258,25.72751808,25.63430977,25.43284798,25.29333687,25.32741928,25.66752434
"Q505L1",28.51374817,28.61013412,28.66688728,28.79560089,28.77724648,28.68368149,28.51521492,28.52984428,28.58970833,28.30847549,28.66847801,28.32577324,28.54178047,28.44707108,28.34866142,28.46021843,28.35623932,28.45151901
"Q50HX4",28.98166275,28.94363403,28.90302658,28.88419342,28.90055275,28.92572403,28.88043213,28.7801609,28.7929039,28.63259697,28.80002022,28.8644619,28.64392281,28.73615074,28.66725922,28.75331116,28.74691963,28.80747223
"Q52KC5",27.04541397,26.99701118,26.80636597,26.83629417,27.02432632,26.53764153,26.51290512,26.76395226,23.92856789,26.18355179,25.00527191,24.79665375,24.17816734,26.12135315,26.73814964,26.6815052,26.37587166,26.23638916
"Q52KP0",29.56547165,29.45432663,29.96939087,29.32077026,29.33605003,29.77798271,30.10923767,29.90037918,29.76641846,29.90870476,29.80106926,30.04309464,29.70295906,29.81334114,29.7084465,29.54787827,29.69025803,29.47693825
"Q99JI6",29.28555298,28.92306137,29.27025986,29.44866753,29.35302353,29.36024284,29.14758682,29.34775352,28.89925575,28.76635551,28.9836483,29.09285164,29.17357635,29.28850555,29.38469505,29.4601593,29.35009575,29.12329483
"Q540D7",28.93519974,28.81927681,28.86761665,28.64536667,28.6189785,28.72406578,29.16444588,29.10186958,28.94807053,29.1450367,28.97991943,29.02149582,28.83349228,28.86688042,28.90302658,28.91487503,29.13084793,28.93032837
"Q9ESR1",27.44039345,27.28550911,27.55895615,27.08992577,27.01605797,27.2674942,27.78811836,27.76724052,27.79952621,28.03012657,27.96510124,27.81860542,27.50967789,27.24535942,27.40876007,27.71489334,27.1578846,27.3558197
"Q541S0",25.08195496,24.32447433,25.18344307,24.02981567,25.49097252,24.85140991,27.0486393,27.12790108,26.71450043,27.04166031,26.86242485,26.67087746,27.48185349,27.58226204,27.60399437,27.85709381,27.47745895,27.78687286
"Q541Z2",26.1611557,25.9656086,26.07418633,25.84806824,25.73365784,25.39531136,26.387043,25.94429398,26.12640381,26.2473526,25.88522911,26.13565063,25.08606339,25.95586586,26.21750641,26.00461769,24.30450249,25.87290955
"Q542D9",30.13479424,29.99523354,30.19131088,30.16350937,30.02656937,30.25574875,29.93213272,30.09307861,30.07520676,30.04635239,29.89364052,30.08055305,29.7038002,29.66680336,29.58958435,29.55484581,29.58026695,29.54084015
"Q9Z1Q5",28.30103493,28.36164474,28.22761345,28.2017231,27.98977661,28.20106888,28.53689957,28.36005402,28.26503754,28.43896675,28.47487068,28.52103233,28.42390251,28.58781433,28.41530418,28.47099876,28.37509155,28.46738815
"Q542K4",31.14010811,31.20291519,30.98189354,31.20728493,31.2093792,31.11166382,30.75485611,30.9117794,30.90949249,30.74711227,30.81741714,30.86805916,31.15019226,30.98895073,30.93593025,30.97555351,30.86584854,30.76239967
"Q542V3",26.04753876,26.20080757,26.31323242,26.27075958,26.29500198,26.130867,25.72925568,25.90712929,25.83662987,25.82077408,25.62078476,26.04703903,26.07806015,25.77409554,25.69040489,25.86223412,25.93134308,25.90184784
"Q543B9",27.42213821,27.22554588,27.53215027,27.01881981,27.15981102,27.40884209,27.69544411,27.74310303,27.69604301,27.95193672,27.61981964,27.73214531,27.36227226,27.49083138,27.59711838,27.45967102,27.43499756,27.5262661
"Q543F8",25.73184776,25.09788322,26.04701805,25.86329842,24.3432827,25.79795647,25.581213,25.9274826,25.49935722,25.77720833,25.68469238,25.62363243,25.33473396,25.50188065,25.36383438,23.79834557,25.67967224,25.64458084
"Q543H0",27.46832085,27.44845009,27.5077877,27.21946526,27.11684036,27.48046684,27.60505486,27.70272827,27.57780266,27.70694923,27.50392723,27.65253067,27.38878441,27.57499123,27.54074669,27.51615524,27.50710869,27.31042671
"Q543K5",29.8443985,29.72310638,29.69859505,29.27290916,29.34578896,29.63282394,30.01198578,29.99536896,29.94642639,30.260355,29.76634026,29.82257843,29.43497658,29.51608086,29.50852585,29.45965195,29.44608498,29.4002533
"Q543N3",28.16331863,27.85816193,28.050457,27.57282639,27.552742,27.79742622,28.0477047,28.03107452,28.19563484,28.50506401,27.93061066,28.34942055,27.74791145,27.74791145,27.86100388,27.70338821,27.83960152,27.93736076
